iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Sendinblue","Update an email campaign status","PUT","https://api.sendinblue.com/v3/emailCampaigns/13396752/status","Not Found","404","285","63",,,,"0","0","0","0"
"1","Sendinblue","Send the report of a campaign","POST","https://api.sendinblue.com/v3/emailCampaigns/13396752/sendReport","Not Found","404","263","68",,,,"0","0","0","0"
"1","Sendinblue","Get an A/B test email campaign results","GET","https://api.sendinblue.com/v3/emailCampaigns/13396752/abTestCampaignResult","Not Found","404","235","63",,,,"0","0","0","0"
"1","Sendinblue","Get a shared template url","GET","https://api.sendinblue.com/v3/emailCampaigns/13396752/sharedUrl","Not Found","404","257","63",,,,"0","0","0","0"
"1","Sendinblue","Export the recipients of an email campaign","POST","https://api.sendinblue.com/v3/emailCampaigns/13396752/exportRecipients","Not Found","404","246","68",,,,"0","0","0","0"
"1","Sendinblue","Return all your created email campaigns","GET","https://api.sendinblue.com/v3/emailCampaigns?type=classic&status=archive&startDate=veniam elit in&endDate=veniam elit in&limit=50&offset=0&sort=desc","Bad Request","400","232","85",,,,"0","0","0","0"
"1","Sendinblue","Create an email campaign","POST","https://api.sendinblue.com/v3/emailCampaigns","Bad Request","400","232","114",,,,"0","0","0","0"
"1","Sendinblue","Upload an image to your account's image gallery","POST","https://api.sendinblue.com/v3/emailCampaigns/images","Bad Request","400","426","94",,,,"0","0","0","0"
"1","Sendinblue","Returns the information for all your created SMS campaigns","GET","https://api.sendinblue.com/v3/smsCampaigns?status=archive&startDate=veniam elit in&endDate=veniam elit in&limit=500&offset=0&sort=desc","Bad Request","400","208","85",,,,"0","0","0","0"
"1","Sendinblue","Creates an SMS campaign","POST","https://api.sendinblue.com/v3/smsCampaigns","Bad Request","400","387","109",,,,"0","0","0","0"
"1","Sendinblue","Get an SMS campaign","GET","https://api.sendinblue.com/v3/smsCampaigns/13396752","Not Found","404","229","65",,,,"0","0","0","0"
"1","Sendinblue","Update an SMS campaign","PUT","https://api.sendinblue.com/v3/smsCampaigns/13396752","Not Found","404","218","63",,,,"0","0","0","0"
"1","Sendinblue","Delete an SMS campaign","DELETE","https://api.sendinblue.com/v3/smsCampaigns/13396752","Not Found","404","216","63",,,,"0","0","0","0"
"1","Sendinblue","Send your SMS campaign immediately","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/sendNow","Not Found","404","218","63",,,,"0","0","0","0"
"1","Sendinblue","Update a campaign's status","PUT","https://api.sendinblue.com/v3/smsCampaigns/13396752/status","Not Found","404","249","63",,,,"0","0","0","0"
"1","Sendinblue","Send a test SMS campaign","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/sendTest","Not Found","404","236","63",,,,"0","0","0","0"
"1","Sendinblue","Export an SMS campaign's recipients","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/exportRecipients","Not Found","404","205","68",,,,"0","0","0","0"
"1","Sendinblue","Send an SMS campaign's report","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/sendReport","Not Found","404","308","68",,,,"0","0","0","0"
"1","Sendinblue","Send a message as an agent","POST","https://api.sendinblue.com/v3/conversations/messages","Unauthorized","401","438","38",,,,"0","0","0","0"
"1","Sendinblue","Get a message","GET","https://api.sendinblue.com/v3/conversations/messages/veniam elit in","Unauthorized","401","436","38",,,,"0","0","0","0"
"1","Sendinblue","Update a message sent by an agent","PUT","https://api.sendinblue.com/v3/conversations/messages/veniam elit in","Unauthorized","401","524","38",,,,"0","0","0","0"
"1","Sendinblue","Delete a message sent by an agent","DELETE","https://api.sendinblue.com/v3/conversations/messages/veniam elit in","Unauthorized","401","312","38",,,,"0","0","0","0"
"1","Sendinblue","Sets agent’s status to online for 2-3 minutes","POST","https://api.sendinblue.com/v3/conversations/agentOnlinePing","Unauthorized","401","268","38",,,,"0","0","0","0"
"1","Sendinblue","Send an automated message to a visitor","POST","https://api.sendinblue.com/v3/conversations/pushedMessages","Unauthorized","401","425","38",,,,"0","0","0","0"
"1","Sendinblue","Get an automated message","GET","https://api.sendinblue.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","285","38",,,,"0","0","0","0"
"1","Sendinblue","Update an automated message","PUT","https://api.sendinblue.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","267","38",,,,"0","0","0","0"
"1","Sendinblue","Delete an automated message","DELETE","https://api.sendinblue.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","264","38",,,,"0","0","0","0"
"1","Sendinblue","Get all the contacts","GET","https://api.sendinblue.com/v3/contacts?limit=50&offset=0&modifiedSince=2022-02-01T00:00:00.000&sort=desc","Unauthorized","401","293","50",,,,"0","0","0","0"
"1","Sendinblue","Create a contact","POST","https://api.sendinblue.com/v3/contacts","Bad Request","400","221","62",,,,"0","0","0","0"
"1","Sendinblue","Create Contact via DOI (Double-Opt-In) Flow","POST","https://api.sendinblue.com/v3/contacts/doubleOptinConfirmation","Unauthorized","401","207","50",,,,"0","0","0","0"
"1","Sendinblue","Update multiple contacts","POST","https://api.sendinblue.com/v3/contacts/batch","Bad Request","400","228","69",,,,"0","0","0","0"
"1","Sendinblue","Export contacts","POST","https://api.sendinblue.com/v3/contacts/export","Bad Request","400","239","121",,,,"0","0","0","0"
"1","Sendinblue","Import contacts","POST","https://api.sendinblue.com/v3/contacts/import","Bad Request","400","205","82",,,,"0","0","0","0"
"1","Sendinblue","Get a contact's details","GET","https://api.sendinblue.com/v3/contacts/{{email}}","Bad Request","400","248","82",,,,"0","0","0","0"
"1","Sendinblue","Delete a contact","DELETE","https://api.sendinblue.com/v3/contacts/{{contact_id}}","Bad Request","400","237","74",,,,"0","0","0","0"
"1","Sendinblue","Update a contact","PUT","https://api.sendinblue.com/v3/contacts/veniam elit in","Bad Request","400","205","74",,,,"0","0","0","0"
"1","Sendinblue","Get email campaigns' statistics for a contact","GET","https://api.sendinblue.com/v3/contacts/veniam elit in/campaignStats?startDate=veniam elit in&endDate=veniam elit in","Bad Request","400","252","62",,,,"0","0","0","0"
"1","Sendinblue","Get all folders","GET","https://api.sendinblue.com/v3/contacts/folders?limit=10&offset=0&sort=desc","OK","200","309","932",,,,"0","0","0","0"
"1","Sendinblue","Create a folder","POST","https://api.sendinblue.com/v3/contacts/folders","Created","201","258","9",,,,"0","0","0","0"
"1","Sendinblue","Returns a folder's details","GET","https://api.sendinblue.com/v3/contacts/folders/13396752","Not Found","404","224","66",,,,"0","0","0","0"
"1","Sendinblue","Update a folder","PUT","https://api.sendinblue.com/v3/contacts/folders/13396752","Not Found","404","234","66",,,,"0","0","0","0"
"1","Sendinblue","Delete a folder (and all its lists)","DELETE","https://api.sendinblue.com/v3/contacts/folders/13396752","Not Found","404","212","66",,,,"0","0","0","0"
"1","Sendinblue","Get lists in a folder","GET","https://api.sendinblue.com/v3/contacts/folders/13396752/lists?limit=10&offset=0&sort=desc","Not Found","404","241","66",,,,"0","0","0","0"
"1","Sendinblue","Get all the lists","GET","https://api.sendinblue.com/v3/contacts/lists?limit=10&offset=0&sort=desc","OK","200","249","132",,,,"0","0","0","0"
"1","Sendinblue","Create a list","POST","https://api.sendinblue.com/v3/contacts/lists","Not Found","404","260","66",,,,"0","0","0","0"
"1","Sendinblue","Get contacts in a list","GET","https://api.sendinblue.com/v3/contacts/lists/13396752/contacts?modifiedSince=veniam elit in&limit=50&offset=0&sort=desc","Bad Request","400","219","65",,,,"0","0","0","0"
"1","Sendinblue","Add existing contacts to a list","POST","https://api.sendinblue.com/v3/contacts/lists/13396752/contacts/add","Not Found","404","230","64",,,,"0","0","0","0"
"1","Sendinblue","Delete a contact from a list","POST","https://api.sendinblue.com/v3/contacts/lists/13396752/contacts/remove","Not Found","404","219","64",,,,"0","0","0","0"
"1","Sendinblue","Get a list's details","GET","https://api.sendinblue.com/v3/contacts/lists/13396752","Not Found","404","208","64",,,,"0","0","0","0"
"1","Sendinblue","Update a list","PUT","https://api.sendinblue.com/v3/contacts/lists/13396752","Bad Request","400","233","69",,,,"0","0","0","0"
"1","Sendinblue","Delete a list","DELETE","https://api.sendinblue.com/v3/contacts/lists/13396752","Not Found","404","219","64",,,,"0","0","0","0"
"1","Sendinblue","List all attributes","GET","https://api.sendinblue.com/v3/contacts/attributes","OK","200","227","549",,,,"0","0","0","0"
"1","Sendinblue","Update contact attribute","PUT","https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in","Bad Request","400","287","167",,,,"0","0","0","0"
"1","Sendinblue","Create contact attribute","POST","https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in","Bad Request","400","248","167",,,,"0","0","0","0"
"1","Sendinblue","Delete an attribute","DELETE","https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in","Not Found","404","257","61",,,,"0","0","0","0"
"1","Sendinblue","Send a transactional email","POST","https://api.sendinblue.com/v3/smtp/email","Unauthorized","401","216","50",,,,"0","0","0","0"
"1","Sendinblue","Get the list of transactional emails on the basis of allowed filters","GET","https://api.sendinblue.com/v3/smtp/emails?email=veniam elit in&templateId=13396752&messageId=veniam elit in&startDate=veniam elit in&endDate=veniam elit in&sort=desc&limit=500&offset=0","Bad Request","400","222","57",,,,"0","0","0","0"
"1","Sendinblue","Delete scheduled emails by batchId or messageId","DELETE","https://api.sendinblue.com/v3/smtp/email/4320f270-a4e3-4a2e-b591-edfe30a5e627","Not Found","404","393","80",,,,"0","0","0","0"
"1","Sendinblue","Get the personalized content of a sent transactional email","GET","https://api.sendinblue.com/v3/smtp/emails/veniam elit in","Not Found","404","323","66",,,,"0","0","0","0"
"1","Sendinblue","Fetch scheduled emails by batchId or messageId","GET","https://api.sendinblue.com/v3/smtp/emailStatus/4320f270-a4e3-4a2e-b591-edfe30a5e627?startDate=2022-02-02&endDate=2022-03-02&sort=desc&status=queued&limit=100&offset=0","Bad Request","400","260","89",,,,"0","0","0","0"
"1","Sendinblue","Get the list of email templates","GET","https://api.sendinblue.com/v3/smtp/templates?templateStatus=false&limit=50&offset=0&sort=desc","OK","200","252","2",,,,"0","0","0","0"
"1","Sendinblue","Create an email template","POST","https://api.sendinblue.com/v3/smtp/templates","Bad Request","400","246","105",,,,"0","0","0","0"
"1","Sendinblue","Returns the template information","GET","https://api.sendinblue.com/v3/smtp/templates/13396752","Not Found","404","250","67",,,,"0","0","0","0"
"1","Sendinblue","Update an email template","PUT","https://api.sendinblue.com/v3/smtp/templates/13396752","Bad Request","400","213","90",,,,"0","0","0","0"
"1","Sendinblue","Delete an inactive email template","DELETE","https://api.sendinblue.com/v3/smtp/templates/13396752","Not Found","404","239","63",,,,"0","0","0","0"
"1","Sendinblue","Send a template to your test list","POST","https://api.sendinblue.com/v3/smtp/templates/13396752/sendTest","Not Found","404","312","68",,,,"0","0","0","0"
"1","Sendinblue","Get your transactional email activity aggregated over a period of time","GET","https://api.sendinblue.com/v3/smtp/statistics/aggregatedReport?startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in","Bad Request","400","201","69",,,,"0","0","0","0"
"1","Sendinblue","Get your transactional email activity aggregated per day","GET","https://api.sendinblue.com/v3/smtp/statistics/reports?limit=10&offset=0&startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in&sort=desc","Bad Request","400","279","69",,,,"0","0","0","0"
"1","Sendinblue","Get all your transactional email activity (unaggregated events)","GET","https://api.sendinblue.com/v3/smtp/statistics/events?days=11&messageId=202212281024.62341432715@smtp-relay.mailin.fr","Unauthorized","401","201","50",,,,"0","0","0","0"
"1","Sendinblue","Get the list of blocked or unsubscribed transactional contacts","GET","https://api.sendinblue.com/v3/smtp/blockedContacts?startDate=veniam elit in&endDate=veniam elit in&limit=50&offset=0&senders=ullamco,dolor elit aute&sort=desc","Bad Request","400","199","83",,,,"0","0","0","0"
"1","Sendinblue","Unblock or resubscribe a transactional contact","DELETE","https://api.sendinblue.com/v3/smtp/blockedContacts/veniam elit in","Bad Request","400","203","57",,,,"0","0","0","0"
"1","Sendinblue","Get the list of blocked domains","GET","https://api.sendinblue.com/v3/smtp/blockedDomains","OK","200","241","27",,,,"0","0","0","0"
"1","Sendinblue","Add a new domain to the list of blocked domains","POST","https://api.sendinblue.com/v3/smtp/blockedDomains","Bad Request","400","217","97",,,,"0","0","0","0"
"1","Sendinblue","Unblock an existing domain from the list of blocked domains","DELETE","https://api.sendinblue.com/v3/smtp/blockedDomains/veniam elit in","Bad Request","400","208","60",,,,"0","0","0","0"
"1","Sendinblue","Delete hardbounces","POST","https://api.sendinblue.com/v3/smtp/deleteHardbounces","Bad Request","400","233","100",,,,"0","0","0","0"
"1","Sendinblue","Delete an SMTP transactional log","DELETE","https://api.sendinblue.com/v3/smtp/log/veniam elit in","Bad Request","400","279","71",,,,"0","0","0","0"
"1","Sendinblue","Get the list of all the events for the received emails.","GET","https://api.sendinblue.com/v3/inbound/events?sender=veniam elit in&startDate=1947-08-13&endDate=1947-08-13&limit=100&offset=0&sort=desc","Bad Request","400","224","79",,,,"0","0","0","0"
"1","Sendinblue","Fetch all events history for one particular received email.","GET","https://api.sendinblue.com/v3/inbound/events/veniam elit in","Bad Request","400","204","56",,,,"0","0","0","0"
"1","Sendinblue","Retrieve inbound attachment with download token.","GET","https://api.sendinblue.com/v3/inbound/attachments/veniam elit in","Not Acceptable","406","263","14",,,,"0","0","0","0"
"1","Sendinblue","Send SMS message to a mobile number","POST","https://api.sendinblue.com/v3/transactionalSMS/sms","Bad Request","400","225","173",,,,"0","0","0","0"
"1","Sendinblue","Get your SMS activity aggregated over a period of time","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/aggregatedReport?startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in","Bad Request","400","198","69",,,,"0","0","0","0"
"1","Sendinblue","Get your SMS activity aggregated per day","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/reports?startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in&sort=desc","Bad Request","400","232","69",,,,"0","0","0","0"
"1","Sendinblue","Get all your SMS activity (unaggregated events)","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/events?limit=50&startDate=veniam elit in&endDate=veniam elit in&offset=0&days=13396752&phoneNumber=veniam elit in&event=bounces&tags=veniam elit in&sort=desc","Bad Request","400","232","69",,,,"0","0","0","0"
"1","Sendinblue","Get all webhooks","GET","https://api.sendinblue.com/v3/webhooks?type=transactional&sort=desc","Bad Request","400","284","72",,,,"0","0","0","0"
"1","Sendinblue","Create a webhook","POST","https://api.sendinblue.com/v3/webhooks","Unauthorized","401","198","50",,,,"0","0","0","0"
"1","Sendinblue","Get a webhook details","GET","https://api.sendinblue.com/v3/webhooks/13396752","Not Found","404","325","68",,,,"0","0","0","0"
"1","Sendinblue","Update a webhook","PUT","https://api.sendinblue.com/v3/webhooks/13396752","Not Found","404","325","68",,,,"0","0","0","0"
"1","Sendinblue","Delete a webhook","DELETE","https://api.sendinblue.com/v3/webhooks/13396752","Not Found","404","583","68",,,,"0","0","0","0"
"1","Sendinblue","Add Email and/or SMS credits to a specific child account","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/credits/add","Forbidden","403","245","83",,,,"0","0","0","0"
"1","Sendinblue","Remove Email and/or SMS credits from a specific child account","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/credits/remove","Forbidden","403","236","83",,,,"0","0","0","0"
"1","Sendinblue","Associate a dedicated IP to the child","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/ips/associate","Forbidden","403","217","83",,,,"0","0","0","0"
"1","Sendinblue","Dissociate a dedicated IP to the child","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/ips/dissociate","Forbidden","403","224","83",,,,"0","0","0","0"
"1","Sendinblue","Get all sender domains for a specific child account","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains","Forbidden","403","242","83",,,,"0","0","0","0"
"1","Sendinblue","Create a domain for a child account","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains","Forbidden","403","232","83",,,,"0","0","0","0"
"1","Sendinblue","Update the sender domain of reseller's child based on the childIdentifier and domainName passed","PUT","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Forbidden","403","506","83",,,,"0","0","0","0"
"1","Sendinblue","Delete the sender domain of the reseller child based on the childIdentifier and domainName passed","DELETE","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Forbidden","403","242","83",,,,"0","0","0","0"
"1","Sendinblue","Get a child account's details","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in","Forbidden","403","267","83",,,,"0","0","0","0"
"1","Sendinblue","Update info of reseller's child based on the child identifier supplied","PUT","https://api.sendinblue.com/v3/reseller/children/veniam elit in","Forbidden","403","218","83",,,,"0","0","0","0"
"1","Sendinblue","Delete a single reseller child based on the child identifier supplied","DELETE","https://api.sendinblue.com/v3/reseller/children/veniam elit in","Forbidden","403","207","83",,,,"0","0","0","0"
"1","Sendinblue","Update info of reseller's child account status based on the identifier supplied","PUT","https://api.sendinblue.com/v3/reseller/children/veniam elit in/accountStatus","Forbidden","403","263","83",,,,"0","0","0","0"
"1","Sendinblue","Get the status of a reseller's child account creation, whether it is successfully created (exists) or not based on the childIdentifier supplied","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in/accountCreationStatus","Forbidden","403","263","83",,,,"0","0","0","0"
"1","Sendinblue","Get session token to access Sendinblue (SSO)","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in/auth","Forbidden","403","221","83",,,,"0","0","0","0"
"1","Sendinblue","Get the list of all children accounts","GET","https://api.sendinblue.com/v3/reseller/children?limit=10&offset=0","Forbidden","403","534","83",,,,"0","0","0","0"
"1","Sendinblue","Creates a reseller child","POST","https://api.sendinblue.com/v3/reseller/children","Forbidden","403","224","83",,,,"0","0","0","0"
"1","Sendinblue","Return all the processes for your account","GET","https://api.sendinblue.com/v3/processes?limit=10&offset=0&sort=desc","OK","200","279","187",,,,"0","0","0","0"
"1","Sendinblue","Return the informations for a process","GET","https://api.sendinblue.com/v3/processes/13396752","Not Found","404","218","61",,,,"0","0","0","0"
"1","Sendinblue","Get the details of requested master account","GET","https://api.sendinblue.com/v3/corporate/masterAccount","Forbidden","403","295","81",,,,"0","0","0","0"
"1","Sendinblue","Get the list of all the sub-accounts of the master account.","GET","https://api.sendinblue.com/v3/corporate/subAccount?offset=-41398727&limit=-41398727","Forbidden","403","194","81",,,,"0","0","0","0"
"1","Sendinblue","Create a new sub-account under a master account.","POST","https://api.sendinblue.com/v3/corporate/subAccount","Forbidden","403","199","81",,,,"0","0","0","0"
"1","Sendinblue","Generate SSO token to access Sendinblue","POST","https://api.sendinblue.com/v3/corporate/subAccount/ssoToken","Forbidden","403","191","81",,,,"0","0","0","0"
"1","Sendinblue","Get sub-account details","GET","https://api.sendinblue.com/v3/corporate/subAccount/13396752","Forbidden","403","195","81",,,,"0","0","0","0"
"1","Sendinblue","Delete a sub-account","DELETE","https://api.sendinblue.com/v3/corporate/subAccount/13396752","Forbidden","403","268","81",,,,"0","0","0","0"
"1","Sendinblue","Update sub-account plan","PUT","https://api.sendinblue.com/v3/corporate/subAccount/13396752/plan","Forbidden","403","284","81",,,,"0","0","0","0"
"1","Sendinblue","Get your account information, plan and credits details","GET","https://api.sendinblue.com/v3/account","OK","200","306","1198",,,,"0","0","0","0"
"1","Sendinblue","Get the list of all your senders","GET","https://api.sendinblue.com/v3/senders?ip=veniam elit in&domain=veniam elit in","Bad Request","400","277","56",,,,"0","0","0","0"
"1","Sendinblue","Create a new sender","POST","https://api.sendinblue.com/v3/senders","Created","201","675","42",,,,"0","0","0","0"
"1","Sendinblue","Get all the dedicated IPs for your account","GET","https://api.sendinblue.com/v3/senders/ips","OK","200","284","10",,,,"0","0","0","0"
"1","Sendinblue","Update a sender","PUT","https://api.sendinblue.com/v3/senders/13396752","Not Found","404","389","66",,,,"0","0","0","0"
"1","Sendinblue","Delete a sender","DELETE","https://api.sendinblue.com/v3/senders/13396752","Not Found","404","261","66",,,,"0","0","0","0"
"1","Sendinblue","Get all the dedicated IPs for a sender","GET","https://api.sendinblue.com/v3/senders/13396752/ips","Not Found","404","273","66",,,,"0","0","0","0"
